Path,Filename,StartSecond,EndSecond,MainClassification,ConfidenceScore,ConfidenceVector
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-06_20-04-43_48kHz.wav,channelA_2024-06-06_20-04-43_48kHz.wav,150,153,Whistle,0.58229667,"[0.4177033603191376, 0.5822966694831848]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-06_20-53-25_48kHz.wav,channelA_2024-06-06_20-53-25_48kHz.wav,192,195,Whistle,0.9600519,"[0.03994813188910484, 0.9600518941879272]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-06_20-53-25_48kHz.wav,channelA_2024-06-06_20-53-25_48kHz.wav,198,201,Whistle,0.665422,"[0.3345779776573181, 0.6654220223426819]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-06_20-53-25_48kHz.wav,channelA_2024-06-06_20-53-25_48kHz.wav,201,204,Whistle,0.99977916,"[0.00022089997946750373, 0.9997791647911072]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-06_20-53-25_48kHz.wav,channelA_2024-06-06_20-53-25_48kHz.wav,204,207,Whistle,0.9986577,"[0.0013423063792288303, 0.9986577033996582]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-06_20-53-25_48kHz.wav,channelA_2024-06-06_20-53-25_48kHz.wav,207,210,Whistle,0.994974,"[0.00502593582496047, 0.9949740171432495]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-06_23-19-31_48kHz.wav,channelA_2024-06-06_23-19-31_48kHz.wav,51,54,Whistle,0.5181779,"[0.48182207345962524, 0.5181779265403748]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-07_02-04-19_48kHz.wav,channelA_2024-06-07_02-04-19_48kHz.wav,153,156,Whistle,0.73983115,"[0.26016882061958313, 0.7398311495780945]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-07_02-04-19_48kHz.wav,channelA_2024-06-07_02-04-19_48kHz.wav,195,198,Whistle,0.88275,"[0.1172499805688858, 0.8827499747276306]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-07_16-28-17_48kHz.wav,channelA_2024-06-07_16-28-17_48kHz.wav,201,204,Whistle,0.5950013,"[0.4049987494945526, 0.5950012803077698]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-08_01-05-49_48kHz.wav,channelA_2024-06-08_01-05-49_48kHz.wav,51,54,Whistle,0.95026803,"[0.04973197355866432, 0.950268030166626]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-08_01-05-49_48kHz.wav,channelA_2024-06-08_01-05-49_48kHz.wav,54,57,Whistle,0.99600005,"[0.003999980166554451, 0.9960000514984131]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-08_09-28-22_48kHz.wav,channelA_2024-06-08_09-28-22_48kHz.wav,291,294,Whistle,0.5241251,"[0.47587481141090393, 0.5241250991821289]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-08_10-02-04_48kHz.wav,channelA_2024-06-08_10-02-04_48kHz.wav,204,207,Whistle,0.81456286,"[0.18543709814548492, 0.8145628571510315]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-08_11-12-36_48kHz.wav,channelA_2024-06-08_11-12-36_48kHz.wav,42,45,Whistle,0.53194106,"[0.46805891394615173, 0.5319410562515259]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-08_11-12-36_48kHz.wav,channelA_2024-06-08_11-12-36_48kHz.wav,180,183,Whistle,0.8025225,"[0.1974775195121765, 0.8025224804878235]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-08_11-17-36_48kHz.wav,channelA_2024-06-08_11-17-36_48kHz.wav,240,243,Whistle,0.56384647,"[0.4361535608768463, 0.5638464689254761]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-08_11-17-36_48kHz.wav,channelA_2024-06-08_11-17-36_48kHz.wav,285,288,Whistle,0.9609458,"[0.03905424848198891, 0.9609457850456238]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-08_11-24-27_48kHz.wav,channelA_2024-06-08_11-24-27_48kHz.wav,69,72,Whistle,0.8722685,"[0.12773145735263824, 0.8722684979438782]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-09_01-29-45_48kHz.wav,channelA_2024-06-09_01-29-45_48kHz.wav,198,201,Whistle,0.7121634,"[0.2878366708755493, 0.7121633887290955]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-09_01-29-45_48kHz.wav,channelA_2024-06-09_01-29-45_48kHz.wav,201,204,Whistle,0.9996978,"[0.0003022412129212171, 0.9996978044509888]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-09_01-46-36_48kHz.wav,channelA_2024-06-09_01-46-36_48kHz.wav,21,24,Whistle,0.78999096,"[0.21000909805297852, 0.7899909615516663]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-09_04-14-32_48kHz.wav,channelA_2024-06-09_04-14-32_48kHz.wav,69,72,Whistle,0.9673342,"[0.032665856182575226, 0.9673342108726501]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-09_05-30-05_48kHz.wav,channelA_2024-06-09_05-30-05_48kHz.wav,120,123,Whistle,0.6022083,"[0.39779165387153625, 0.6022083163261414]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-09_09-20-25_48kHz.wav,channelA_2024-06-09_09-20-25_48kHz.wav,129,132,Whistle,0.583273,"[0.4167270064353943, 0.5832729935646057]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-09_13-53-15_48kHz.wav,channelA_2024-06-09_13-53-15_48kHz.wav,279,282,Whistle,0.78037786,"[0.21962207555770874, 0.7803778648376465]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-09_22-10-47_48kHz.wav,channelA_2024-06-09_22-10-47_48kHz.wav,147,150,Whistle,0.70530736,"[0.29469263553619385, 0.7053073644638062]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-10_08-34-25_48kHz.wav,channelA_2024-06-10_08-34-25_48kHz.wav,267,270,Whistle,0.52120215,"[0.4787977933883667, 0.5212021470069885]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-10_12-01-04_48kHz.wav,channelA_2024-06-10_12-01-04_48kHz.wav,39,42,Whistle,0.6232459,"[0.37675410509109497, 0.623245894908905]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-11_07-45-57_48kHz.wav,channelA_2024-06-11_07-45-57_48kHz.wav,189,192,Whistle,0.7312187,"[0.2687813341617584, 0.731218695640564]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-11_07-45-57_48kHz.wav,channelA_2024-06-11_07-45-57_48kHz.wav,192,195,Whistle,0.60855293,"[0.3914470374584198, 0.6085529327392578]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-11_09-57-03_48kHz.wav,channelA_2024-06-11_09-57-03_48kHz.wav,213,216,Whistle,0.51158935,"[0.48841068148612976, 0.5115893483161926]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-11_10-35-44_48kHz.wav,channelA_2024-06-11_10-35-44_48kHz.wav,228,231,Whistle,0.5521903,"[0.44780969619750977, 0.5521903038024902]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-11_14-46-04_48kHz.wav,channelA_2024-06-11_14-46-04_48kHz.wav,51,54,Whistle,0.598634,"[0.4013660252094269, 0.5986340045928955]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-11_16-52-10_48kHz.wav,channelA_2024-06-11_16-52-10_48kHz.wav,150,153,Whistle,0.6838088,"[0.31619125604629517, 0.6838088035583496]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-12_00-47-52_48kHz.wav,channelA_2024-06-12_00-47-52_48kHz.wav,186,189,Whistle,0.7056718,"[0.2943282127380371, 0.7056717872619629]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-12_06-49-18_48kHz.wav,channelA_2024-06-12_06-49-18_48kHz.wav,27,30,Whistle,0.5346868,"[0.465313196182251, 0.534686803817749]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-12_11-09-39_48kHz.wav,channelA_2024-06-12_11-09-39_48kHz.wav,108,111,Whistle,0.68382543,"[0.3161746561527252, 0.6838254332542419]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-12_11-26-30_48kHz.wav,channelA_2024-06-12_11-26-30_48kHz.wav,147,150,Whistle,0.6765786,"[0.3234214186668396, 0.6765785813331604]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-12_11-26-30_48kHz.wav,channelA_2024-06-12_11-26-30_48kHz.wav,171,174,Whistle,0.8757663,"[0.12423369288444519, 0.8757662773132324]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-12_11-26-30_48kHz.wav,channelA_2024-06-12_11-26-30_48kHz.wav,183,186,Whistle,0.55241185,"[0.4475882053375244, 0.5524118542671204]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-12_11-26-30_48kHz.wav,channelA_2024-06-12_11-26-30_48kHz.wav,192,195,Whistle,0.6305942,"[0.36940574645996094, 0.6305941939353943]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-12_16-00-33_48kHz.wav,channelA_2024-06-12_16-00-33_48kHz.wav,108,111,Whistle,0.61930895,"[0.3806910216808319, 0.6193089485168457]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-12_16-15-33_48kHz.wav,channelA_2024-06-12_16-15-33_48kHz.wav,27,30,Whistle,0.57843906,"[0.42156097292900085, 0.5784390568733215]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-12_16-15-33_48kHz.wav,channelA_2024-06-12_16-15-33_48kHz.wav,36,39,Whistle,0.61495405,"[0.38504597544670105, 0.6149540543556213]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-12_16-15-33_48kHz.wav,channelA_2024-06-12_16-15-33_48kHz.wav,42,45,Whistle,0.6065586,"[0.393441379070282, 0.606558620929718]"
Downsampled AQUI TAMBIÉN/Tarifa 2 SYLENCE/BUENOS/channelA_2024-06-12_16-15-33_48kHz.wav,channelA_2024-06-12_16-15-33_48kHz.wav,66,69,Whistle,0.55201787,"[0.44798219203948975, 0.552017867565155]"
